,Emp34Id,EmpLastName,EmpFirstName,EmpLocationDesc,facility_city,facility_state,facility_zip,EmpDepartment,EmpDepartmentName,EmpPositionDesc,MgrTitle,Mgr34Id,EmpRNExperienceDate,latitude,longitude
124695,824316d7-bd31-4973-8a7d-2a1786d0851d,Williamson,Deanty,Lone Peak Hospital,Draper,UT,84020.0,78014,ER,RN,Mgr Emergency Svcs,f74572b2-0dac-4666-b41d-2bf1222de8ff,11/21/2020,40.5046,-111.881
124704,a79be2c5-6841-4ada-bd76-3c28d89964be,Mohr,Betie,Lakeview Hospital,Bountiful,UT,84010.0,70720,Labor Delivery,RN,Dir Womens Svcs,8461e3ad-a0b5-4d68-b3f6-f7c913d1ac84,2/7/1995,40.8775,-111.8727
124721,044787cf-a9b1-40f7-ba57-a92051cc5614,Jerde,Hazel-grace,St Marks Hospital,Salt Lake City,UT,84124.0,78016,Emergency Care,RN,Dir Emergency Svcs,b39875f8-1d36-4299-afb0-66a0b9835744,6/21/2021,40.6772,-111.8133
124890,c4fe7f3b-c1f0-4965-895f-56b6c60f8b28,Gutmann,Radojka,Lone Peak Hospital,Draper,UT,84020.0,70414,Recovery,RN PRN,Dir Surgical Svcs,a2499dd3-1961-4482-a786-74cb6af1bd99,1/16/2016,40.5046,-111.881
125037,fc0b2ca0-6207-4e7b-b8c6-c0673a2ff9fc,Kuhic,Edgardo,St Marks Hospital,Salt Lake City,UT,84124.0,61016,Med/Surg Women's Pavilion,Clin Nurse Coord,Mgr Ortho/Trauma,2169637b-b847-432e-8ac4-04aa4b257ee0,6/17/2018,40.6772,-111.8133
125061,fc6d8bf9-c01d-4baf-ac9c-c60516aa8980,Mitchell,Spiros,Brigham City Comm Hospital,Brigham City,UT,84302.0,70119,Operating Room,RN PRN,Dir Surgical Svcs,f64733e1-0559-4dcf-88e4-f81bc85d3443,3/24/2020,41.5079,-112.0152
125250,44b76997-79dd-4079-aae1-83923ce934d0,Feeney,Saffiyah,Ogden Regional Medical Center,Ogden,UT,84405.0,65017,Intensive Care Unit,RN,Mgr Critical Care,e20aa9c2-e5eb-4026-9b2f-fdbd24edce74,,41.1739,-111.9809
125252,a0cdeda5-768f-4147-8f69-c875ee2dfab9,Pfannerstill,Courtney,Timpanogos Regional Medical Ct,Orem,UT,84059.0,70718,Labor & Delivery,RN PRN,Dir Womens Svcs,19557587-605c-4bb4-bd14-0f10e63a7a9c,4/15/2008,40.177,-111.536
125259,7fd22f4b-0a02-470c-9daf-db6081be8a77,Rempel,Amari,Lakeview Hospital,Bountiful,UT,84010.0,67320,NICU II,RN,Dir Womens Svcs,8461e3ad-a0b5-4d68-b3f6-f7c913d1ac84,11/17/2013,40.8775,-111.8727
125260,942fbe79-7209-44aa-930a-a3918b32ad65,Nikolaus,Braunlyn,Ogden Regional Medical Center,Ogden,UT,84405.0,70117,Operating Room,OR RN Service Specialist,Mgr Surgery,be912d8d-8331-4dcf-ada3-dce7b0113685,8/19/1997,41.1739,-111.9809
125281,75ab0aac-16c7-4467-8646-46a6f4e3047e,Dickinson,Saifa,Timpanogos Regional Medical Ct,Orem,UT,84059.0,78618,Same Day Surgery,RN,Dir Surgical Svcs,932e1d5b-faf6-40ee-9de9-ca3c5a1c246b,,40.177,-111.536
125304,a4b5e4ea-9466-4080-a7d4-6a484b498563,Bernier,Rheada,St Marks Hospital,Salt Lake City,UT,84124.0,64716,Progressive Care Unit,RN,Mgr Progressive Care,31bfc4ed-7583-439f-b659-1d5b2a9a83bb,5/13/2021,40.6772,-111.8133
125345,f6c90d1f-8596-40f8-bca8-585ebc5908ae,Veum,Kiondre,Lone Peak Hospital,Draper,UT,84020.0,61414,Surgical,RN,Mgr Med/Surg,213a39d7-b60a-4bcf-8347-a85c3f535f31,9/19/2022,40.5046,-111.881
125472,f63e31c4-c34d-4474-a7b8-d5282cd97aa5,Casper,Jochannan,St Marks Hospital,Salt Lake City,UT,84124.0,66016,Patient Unit OB/GYN,RN PRN,Mgr OB,5a101d54-0aa2-4fbe-a132-b518a8e9d298,,40.6772,-111.8133
125540,38ed77b5-fb1b-45c5-9568-73b1bc38c3a3,Daniel,Torrian,Lone Peak Hospital,Draper,UT,84020.0,61414,Surgical,RN,Mgr Med/Surg,213a39d7-b60a-4bcf-8347-a85c3f535f31,10/10/2022,40.5046,-111.881
125609,3f48ff01-1b14-4e42-abd6-34f0f9a53877,Treutel,Auviyan,Ogden Regional Medical Center,Ogden,UT,84405.0,67517,Neonatal Intensive Care Unit,RN,Mgr Pediatric ICU/NICU,b6f6b3e7-4226-461b-8c59-2998933facd4,8/23/2020,41.1739,-111.9809
125679,595cd928-caca-42a3-8738-15b63886bf8f,Marks,Eliezer,Timpanogos Regional Medical Ct,Orem,UT,84059.0,76418,Radiation Oncology,RN,Dir Diagnostic Imaging,52bf4b79-e0c3-421c-b1e8-af2632b83989,,40.177,-111.536
125702,43204cbd-a4ab-4870-9ee6-51cb0ceaeb74,Hoppe,Elesario,St Marks Hospital,Salt Lake City,UT,84124.0,64716,Progressive Care Unit,Resident II Registered Nurse,Mgr Progressive Care,31bfc4ed-7583-439f-b659-1d5b2a9a83bb,10/16/2023,40.6772,-111.8133
125886,a5a2c0d4-2bca-4b60-bb86-a37ddedc9ae0,Moore,Yusneivy,Lone Peak Hospital,Draper,UT,84020.0,70714,Labor Delivery,RN PRN,Mgr L&D,108c8e6d-4f0d-45ad-b0fa-1c17c26f75b5,12/25/2006,40.5046,-111.881
125910,60368b56-84c9-42e8-9131-e2ccd9cbd5f1,Beahan,Deon'te,Timpanogos Regional Medical Ct,Orem,UT,84059.0,64518,PICU,RN,Dir Womens/Childrens Svc,909df9a4-4d43-4294-b5a3-0974a478c67a,7/19/2023,40.177,-111.536
126008,24b004e5-44e2-4cd0-9efa-2522447db54b,Graham,Statia,Timpanogos Regional Medical Ct,Orem,UT,84059.0,78618,Same Day Surgery,RN,Dir Surgical Svcs,932e1d5b-faf6-40ee-9de9-ca3c5a1c246b,9/20/2008,40.177,-111.536
126028,741a38a0-06b2-4b8b-9e93-a1a643612270,Schuppe,Erv,Timpanogos Regional Medical Ct,Orem,UT,84059.0,78018,Emergency Room,Clin Nurse Coord,Dir Emergency Svcs,6c740fb9-da66-4cdc-add2-8329acd11c92,10/17/2019,40.177,-111.536
126129,a1720102-052f-4b83-a959-4639750d9201,Rau,Vijay,Ogden Regional Medical Center,Ogden,UT,84405.0,63317,Intermediate Care Unit,RN,Mgr Progressive Care IMCU,8f13000a-fcf7-4e3d-9a43-e57168d2080d,6/18/2022,41.1739,-111.9809
126163,033d62db-4e5a-4565-b8db-976518c590ce,Kuhn,Ahlona,St Marks Hospital,Salt Lake City,UT,84124.0,78516,SMH Surg Center 45th South,RN PRN,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,1/30/2020,40.6772,-111.8133
126223,836b28e5-559d-40f5-a467-ce41532e4e58,Jacobson,Ladovea,Timpanogos Regional Medical Ct,Orem,UT,84059.0,78018,Emergency Room,RN,Dir Emergency Svcs,6c740fb9-da66-4cdc-add2-8329acd11c92,,40.177,-111.536
126236,86c63e41-165d-404f-86d0-a1d3ab0aec85,Grimes,Artavius,St Marks Hospital,Salt Lake City,UT,84124.0,78516,SMH Surg Center 45th South,RN OR,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,7/29/2021,40.6772,-111.8133
126301,6eef0b2d-c934-4537-891d-314d4ac6977b,Jast,Soghra,St Marks Hospital,Salt Lake City,UT,84124.0,60216,Resource Staff,RN Float Pool,Dir House Supv Float Pool,bf64e3f4-6d5b-447c-9b40-0a29cd33050d,12/18/2022,40.6772,-111.8133
126394,5caed889-bcc0-41b7-85fd-ca129aed803f,Bartell,Lekevia,St Marks Hospital,Salt Lake City,UT,84124.0,78716,Taylorsville FSED,RN,Dir Emergency Svcs,b39875f8-1d36-4299-afb0-66a0b9835744,6/21/2021,40.6772,-111.8133
126427,93763a2f-52d7-4760-bb8b-2e29b50ae73e,Armstrong,Montay,St Marks Hospital,Salt Lake City,UT,84124.0,77316,Same Day Surgery,RN,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,5/30/2017,40.6772,-111.8133
126578,977ef3bb-af72-482e-9b90-7538b85777cc,Homenick,Wilian,Timpanogos Regional Medical Ct,Orem,UT,84059.0,66018,Mother Baby,RN,Dir Womens Svcs,19557587-605c-4bb4-bd14-0f10e63a7a9c,1/24/2022,40.177,-111.536
126589,8c6c7918-94e3-42d2-aa9e-c0ad97b664bd,Leannon,Juris,St Marks Hospital,Salt Lake City,UT,84124.0,78016,Emergency Care,RN,Dir Emergency Svcs,b39875f8-1d36-4299-afb0-66a0b9835744,9/19/2022,40.6772,-111.8133
126599,e8b194c0-ed89-4fb3-94d2-c2fc3c80d7e1,Dicki,Brizella,St Marks Hospital,Salt Lake City,UT,84124.0,70716,Patient Unit L&D,RN,Mgr L&D,f545e04b-8a2a-49e3-8a54-ab596d5a8544,9/26/2022,40.6772,-111.8133
126660,39b52596-942b-4db9-b023-8c0eed8a79c0,Sipes,Willene,Lone Peak Hospital,Draper,UT,84020.0,70714,Labor Delivery,RN,Mgr L&D,108c8e6d-4f0d-45ad-b0fa-1c17c26f75b5,6/2/2011,40.5046,-111.881
126668,8e448d26-321a-4499-b1c5-ea1ded08b046,Monahan,Cabalamonu,St Marks Hospital,Salt Lake City,UT,84124.0,60016,Nursing Administration,Clin Nurse Coord,Dir House Supv Float Pool,bf64e3f4-6d5b-447c-9b40-0a29cd33050d,10/16/2014,40.6772,-111.8133
126778,877506a2-fe79-4316-bfe9-422afcf37e6d,Beatty,Shala,Ogden Regional Medical Center,Ogden,UT,84405.0,64017,Pediatrics Unit,RN,Mgr Pediatric ICU/NICU,b6f6b3e7-4226-461b-8c59-2998933facd4,3/17/2024,41.1739,-111.9809
126976,03488326-9ae5-4870-a75d-083eac44d7c8,Kirlin,Latiqua,Ogden Regional Medical Center,Ogden,UT,84405.0,78217,Syracuse FSED,RN,Mgr Emergency Svcs FSED,9f930da1-49b7-43bd-9042-cc96bce75f8c,6/21/2021,41.1739,-111.9809
126983,d7817f82-421f-4724-bfe4-b9d721fc88da,Runolfsdottir,Eternity,St Marks Hospital,Salt Lake City,UT,84124.0,78716,Taylorsville FSED,Clin Nurse Coord,Dir Emergency Svcs,b39875f8-1d36-4299-afb0-66a0b9835744,4/18/2012,40.6772,-111.8133
127036,34d825df-5a2f-4d75-9601-fa1f0f4ee448,Purdy,Aldie,St Marks Hospital,Salt Lake City,UT,84124.0,60916,Patient Unit 5N CMSU,RN,Mgr Med/Surg,b6d52fe2-e14a-4e50-9521-8e908e80e2e8,9/20/2021,40.6772,-111.8133
127037,032fdd40-4df7-4832-9a7b-d7dc358d5440,Langworth,Servelio,Ogden Regional Medical Center,Ogden,UT,84405.0,67517,Neonatal Intensive Care Unit,RN,Mgr Pediatric ICU/NICU,b6f6b3e7-4226-461b-8c59-2998933facd4,8/30/2015,41.1739,-111.9809
127103,d9d77793-f64c-4634-8437-6ea5e6586e18,Larson,Levone,Timpanogos Regional Medical Ct,Orem,UT,84059.0,66018,Mother Baby,RN,Dir Womens Svcs,19557587-605c-4bb4-bd14-0f10e63a7a9c,4/4/2023,40.177,-111.536
127158,bba4092d-5270-4255-b453-fadd182e366b,Kassulke,Demeara,Lakeview Hospital,Bountiful,UT,84010.0,65020,ICU CCU,Resident II Registered Nurse,Mgr Critical Care,72a574f5-dbba-4df9-a73e-ac13cbf09fbf,6/17/2024,40.8775,-111.8727
127186,fa549693-dba3-4f01-8c7c-ec036ebbbe87,Schuster,Slayde,Lone Peak Hospital,Draper,UT,84020.0,66014,Postpartum/Nursery,RN Postpartum/NB Nurs PRN,Mgr L&D,108c8e6d-4f0d-45ad-b0fa-1c17c26f75b5,5/31/2014,40.5046,-111.881
127238,4a40b83a-363a-4140-904d-04e3aff09d00,Aufderhar,Heriberto,St Marks Hospital,Salt Lake City,UT,84124.0,70416,Recovery Room,RN PRN,Mgr PACU,ef05de51-3b66-491e-964b-528f18fa6e30,7/29/2018,40.6772,-111.8133
127279,9ea72e28-2dd2-4517-93f0-0b472eae8b18,Schimmel,Bb-dakota,Timpanogos Regional Medical Ct,Orem,UT,84059.0,73318,Endoscopy,RN,Dir Surgical Svcs,932e1d5b-faf6-40ee-9de9-ca3c5a1c246b,4/30/2010,40.177,-111.536
127420,4aaf267d-5943-4f5c-98a3-48c98f9333f2,Koss,Natishia,St Marks Hospital,Salt Lake City,UT,84124.0,67516,NICU,RN,Dir Neonatal ICU,2f0776b0-0b33-45c3-80d6-ec611cdf03a6,11/14/2017,40.6772,-111.8133
127502,61e91680-8a1f-4eed-ae2a-6397713d496f,Stroman,Ludin,Lakeview Hospital,Bountiful,UT,84010.0,62120,Med Surg,Resident II Registered Nurse,Mgr Med/Surg/Ortho/Spine,26293e83-b3d8-4e9f-83a4-630a7e17498b,6/9/2024,40.8775,-111.8727
127514,a268d350-8e3f-40e5-87fe-827b89234b5e,Tremblay,Herve,Ogden Regional Medical Center,Ogden,UT,84405.0,69317,Acute Rehab Center,RN Graduate StaRN Program,Mgr Rehab Unit,6d234de4-d345-41e3-82f0-791d8725d600,6/17/2024,41.1739,-111.9809
127537,c65ee214-25e2-4859-b93c-9388d8d4d0fd,Kulas,Davi,Timpanogos Regional Medical Ct,Orem,UT,84059.0,60218,Nursing Float Pool,RN Float Pool,Dir Med/Surg,fe8f20e1-bcae-4500-916f-0e6f98af2ac2,12/27/2022,40.177,-111.536
127674,adf7e763-db5b-4c26-a99f-de188b5759fc,Skiles,Averi,St Marks Hospital,Salt Lake City,UT,84124.0,65616,Patient Unit Behavioral Health,RN,Dir Behavioral Health,,5/8/2021,40.6772,-111.8133
128040,632e7c06-7e81-4776-b403-208bd8518f66,Zemlak,Yanina,Timpanogos Regional Medical Ct,Orem,UT,84059.0,66018,Mother Baby,RN PRN,Dir Womens Svcs,19557587-605c-4bb4-bd14-0f10e63a7a9c,5/5/2022,40.177,-111.536
128045,200b8974-da73-4c06-96eb-782783e88bd1,Rowe,Kevilyne,Ogden Regional Medical Center,Ogden,UT,84405.0,61417,Surgical Unit,Resident II Registered Nurse,Mgr Med/Surg,14fbc715-3be5-42f8-9efd-e3b0f9f64584,6/9/2024,41.1739,-111.9809
128087,91874421-6d87-4253-930d-2c4596931046,Stroman,Jamere,Ogden Regional Medical Center,Ogden,UT,84405.0,61017,Medical Unit,Clin Nurse Coord,Mgr Med/Surg,c7d4e377-f155-4f43-97ab-2548f073315f,6/21/2021,41.1739,-111.9809
128123,9871f624-7a60-4133-a923-d95bc5fab294,Rice,Zacharyr,Lakeview Hospital,Bountiful,UT,84010.0,65620,Behavioral Medicine,RN PRN,Mgr Behavioral Health Nursing,40d18930-579d-4601-802a-0762caa53c8d,11/19/2010,40.8775,-111.8727
128155,83209532-f018-418b-b923-e5f49f1700b8,Moen,Mather,Ogden Regional Medical Center,Ogden,UT,84405.0,65617,Psych,Resident II Registered Nurse,Mgr Behavioral Health Nursing,25b9169a-47e0-4215-a916-590696536e8e,9/23/2024,41.1739,-111.9809
128166,00487137-987d-4adc-91e5-99291500b83e,Kling,Abem,St Marks Hospital,Salt Lake City,UT,84124.0,65016,Patient Unit ICU CCU,Resident II Registered Nurse,Mgr Critical Care ICU,ca80d56e-995d-4b0d-bb2d-330f4cc55160,3/11/2024,40.6772,-111.8133
128217,3a76f79c-cff5-45f4-8f71-6fec2e024013,Treutel,Lamesa,Lakeview Hospital,Bountiful,UT,84010.0,70720,Labor Delivery,RN PRN,Dir Womens Svcs,8461e3ad-a0b5-4d68-b3f6-f7c913d1ac84,10/15/2021,40.8775,-111.8727
128222,ac7bf4d9-a1aa-40f0-a4c2-8d4592882ada,Hilll,Baby2-raeanna,Lone Peak Hospital,Draper,UT,84020.0,67514,NICU,RN NICU,Dir Neonatal ICU,4180173d-273b-4f54-9b62-857bc4574ec3,10/18/2006,40.5046,-111.881
128239,157fbf35-5cc7-4323-b27b-5040ebb9c83d,Schmitt,Jarell,St Marks Hospital,Salt Lake City,UT,84124.0,60816,Patient Unit 5S Ortho/Trauma,RN,Mgr Ortho/Trauma,2169637b-b847-432e-8ac4-04aa4b257ee0,9/21/2020,40.6772,-111.8133
128336,d28cfca0-725f-4fda-9619-71ff92132ab6,West,Gahven,Ogden Regional Medical Center,Ogden,UT,84405.0,66017,Family Birth Place,RN PRN,Mgr Womens/Childrens Svcs,befe6fff-e98b-4302-bc6c-576875eaab87,5/17/2010,41.1739,-111.9809
128379,5359c96c-3d87-4483-837f-1c1dcbb5dccd,Morar,Starmanii,Lone Peak Hospital,Draper,UT,84020.0,67514,NICU,RN NICU,Dir Neonatal ICU,4180173d-273b-4f54-9b62-857bc4574ec3,6/2/2013,40.5046,-111.881
128382,7c4fda54-b34d-49ed-96ed-f15b398f9669,Ernser,Jieh,St Marks Hospital,Salt Lake City,UT,84124.0,70716,Patient Unit L&D,Coord Perintl Safety/QS Anlyst,Mgr L&D,f545e04b-8a2a-49e3-8a54-ab596d5a8544,,40.6772,-111.8133
128396,3b715e8c-51d9-4b8a-a5a1-62c325fc4219,Nader,Nives,St Marks Hospital,Salt Lake City,UT,84124.0,67516,NICU,Resident I Graduate Nurse,Dir Neonatal ICU,2f0776b0-0b33-45c3-80d6-ec611cdf03a6,9/23/2024,40.6772,-111.8133
128493,bca5c9b5-feb1-4e93-a79c-f7b24b0735b3,Fisher,Nury,St Marks Hospital,Salt Lake City,UT,84124.0,64716,Progressive Care Unit,RN PRN,Mgr Progressive Care,31bfc4ed-7583-439f-b659-1d5b2a9a83bb,6/10/2023,40.6772,-111.8133
128541,d5d48c86-3fff-4a04-ad3f-6e37643c36b8,Botsford,Bb-nayla,Timpanogos Regional Medical Ct,Orem,UT,84059.0,73318,Endoscopy,RN PRN,Dir Surgical Svcs,932e1d5b-faf6-40ee-9de9-ca3c5a1c246b,11/14/2010,40.177,-111.536
128551,865a28b1-8882-4d24-b334-1201bbe29d28,Spinka,Charlie03555,Ogden Regional Medical Center,Ogden,UT,84405.0,65017,Intensive Care Unit,Clin Nurse Coord,Mgr Critical Care,e20aa9c2-e5eb-4026-9b2f-fdbd24edce74,6/16/2016,41.1739,-111.9809
128554,d8ec1f48-ae50-44df-ab62-2c41d0c431c8,Gulgowski,Jackston,Timpanogos Regional Medical Ct,Orem,UT,84059.0,66018,Mother Baby,RN,Dir Womens Svcs,19557587-605c-4bb4-bd14-0f10e63a7a9c,6/10/2012,40.177,-111.536
128563,b7954d96-c933-407b-b630-20bdb296f5cb,Mraz,Latessia,Lone Peak Hospital,Draper,UT,84020.0,65014,ICU,RN ICU,Mgr Med/Surg,213a39d7-b60a-4bcf-8347-a85c3f535f31,9/25/2014,40.5046,-111.881
128742,1dc495c6-b626-401b-95ea-bad221705cc0,Cummerata,Chures,Ogden Regional Medical Center,Ogden,UT,84405.0,66017,Family Birth Place,Clin Nurse Coord,Mgr Womens/Childrens Svcs,befe6fff-e98b-4302-bc6c-576875eaab87,12/1/2012,41.1739,-111.9809
128781,69c2f541-970e-4268-b0e6-cca93ad8fa77,Carroll,Danilsa,Ogden Regional Medical Center,Ogden,UT,84405.0,67517,Neonatal Intensive Care Unit,RN,Mgr Pediatric ICU/NICU,b6f6b3e7-4226-461b-8c59-2998933facd4,,41.1739,-111.9809
128798,57c50027-cf41-4a56-b5bd-52099308e6d9,Johnson,Tanice,Ogden Regional Medical Center,Ogden,UT,84405.0,78017,Emergency Department,Resident I Graduate Nurse,Mgr Emergency Svcs,0a5616b3-b9ac-4fe5-a764-327c0a4d01fe,9/9/2024,41.1739,-111.9809
128835,f3b272a5-379b-46f1-bcd2-3e400f74125f,Rolfson,Kestan,St Marks Hospital,Salt Lake City,UT,84124.0,70716,Patient Unit L&D,RN,Mgr L&D,f545e04b-8a2a-49e3-8a54-ab596d5a8544,7/8/2022,40.6772,-111.8133
128840,0b66cbbb-34d7-4a0f-965d-82430c991d2a,Pollich,Amiri,St Marks Hospital,Salt Lake City,UT,84124.0,69316,Patient Unit ARC,RN PRN,Dir Rehab Svcs,,11/26/2022,40.6772,-111.8133
128882,d66b2125-2e16-499e-a086-852ed3281131,Cummerata,Tana,Timpanogos Regional Medical Ct,Orem,UT,84059.0,70118,Surgery,OR RN,Dir Surgical Svcs,932e1d5b-faf6-40ee-9de9-ca3c5a1c246b,7/20/2013,40.177,-111.536
129062,0205eae2-5bc0-4656-94d9-0fdc0a7e32bf,Goldner,Marcom,Timpanogos Regional Medical Ct,Orem,UT,84059.0,65018,ICU/CCU,RN,Dir Critical Care,f24c274b-abd2-4238-b482-4868ddb759c7,3/7/2022,40.177,-111.536
129080,5d34aca5-920e-499f-b511-cec6775d282e,Bauch,Laneva,Lone Peak Hospital,Draper,UT,84020.0,66014,Postpartum/Nursery,RN Postpartum/Newborn Nursery,Mgr L&D,108c8e6d-4f0d-45ad-b0fa-1c17c26f75b5,10/25/2021,40.5046,-111.881
129088,c4ee40ad-ed0b-453e-88d0-26663f6d0995,Kessler,Cresha,Ogden Regional Medical Center,Ogden,UT,84405.0,65017,Intensive Care Unit,RN,Mgr Critical Care,e20aa9c2-e5eb-4026-9b2f-fdbd24edce74,9/20/2021,41.1739,-111.9809
129094,721b8543-ed2d-4358-a5fb-cc8b2aca3226,Reichert,Naamone,St Marks Hospital,Salt Lake City,UT,84124.0,74616,Cardiac Cath Lab,RN Cath Lab IV,Dir Cardiac Cath Lab,146568a3-0669-432e-9baa-3fcd68df43e2,10/19/2011,40.6772,-111.8133
129125,03473bb8-d229-4563-9f29-4a59628b8fcf,Padberg,Dwaine,Timpanogos Regional Medical Ct,Orem,UT,84059.0,92218,Community Education,Lactation Consultant PRN,Dir Womens Svcs,19557587-605c-4bb4-bd14-0f10e63a7a9c,8/25/2010,40.177,-111.536
129169,74e03f2b-58ca-46d4-b311-eb3b5cf174d5,Dickinson,Aquilies,St Marks Hospital,Salt Lake City,UT,84124.0,70416,Recovery Room,RN,Mgr PACU,ef05de51-3b66-491e-964b-528f18fa6e30,5/29/2016,40.6772,-111.8133
129195,05317ccc-b8f4-47f4-ac15-0f46bc76b64c,McCullough,Jeremias,St Marks Hospital,Salt Lake City,UT,84124.0,73316,Endoscopy,RN,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,7/15/2007,40.6772,-111.8133
129196,571ebea4-37f3-473c-96b6-1c5169f79315,Balistreri,Braneesha,Timpanogos Regional Medical Ct,Orem,UT,84059.0,70718,Labor & Delivery,RN,Dir Womens Svcs,19557587-605c-4bb4-bd14-0f10e63a7a9c,10/4/2017,40.177,-111.536
129204,bd0af3de-984f-4112-b80c-e56b5b378f20,Emard,Rezwan,Ogden Regional Medical Center,Ogden,UT,84405.0,61017,Medical Unit,Clin Nurse Coord,Mgr Med/Surg,c7d4e377-f155-4f43-97ab-2548f073315f,9/20/2021,41.1739,-111.9809
129220,1bed1e78-1d08-4f49-918b-f1209daf4660,O'Keefe,Roderick,Ogden Regional Medical Center,Ogden,UT,84405.0,60217,Float Staff,RN Float Pool PRN,Mgr Med/Surg,c7d4e377-f155-4f43-97ab-2548f073315f,11/20/2009,41.1739,-111.9809
129276,7e7fc956-ca2c-4602-b5e8-6dc6acd84f24,Hilll,Damarous,Lone Peak Hospital,Draper,UT,84020.0,70114,Surgery,OR RN level 2,Mgr Surgery,ab3e867b-4ed5-4d07-88c0-399a23ba2147,4/10/2021,40.5046,-111.881
129299,40a5f141-6f42-416c-b5fd-18a492158448,Ward,Tametria,Ogden Regional Medical Center,Ogden,UT,84405.0,79017,Residential Unit,RN,Mgr Behavioral Health Nursing,25b9169a-47e0-4215-a916-590696536e8e,5/2/2015,41.1739,-111.9809
129492,0cbf3f9a-b3ed-4126-8561-bd7021ef37e2,Hagenes,John-jr,Timpanogos Regional Medical Ct,Orem,UT,84059.0,66018,Mother Baby,RN,Dir Womens Svcs,19557587-605c-4bb4-bd14-0f10e63a7a9c,5/31/2018,40.177,-111.536
129578,1715b429-8d51-41e8-a799-776c32c7d0fc,Koepp,Sharmistha,St Marks Hospital,Salt Lake City,UT,84124.0,65016,Patient Unit ICU CCU,RN Spec,Mgr Critical Care ICU,ca80d56e-995d-4b0d-bb2d-330f4cc55160,6/29/1999,40.6772,-111.8133
129596,89299e93-60ef-4b6e-b2ba-4385bfe20ff2,Lockman,Tanka,St Marks Hospital,Orem,UT,84059.0,60916,Patient Unit 5N CMSU,RN PRN,Mgr Med/Surg,b6d52fe2-e14a-4e50-9521-8e908e80e2e8,10/1/2020,40.177,-111.536
129597,89299e93-60ef-4b6e-b2ba-4385bfe20ff2,Weber,Yareli,Timpanogos Regional Medical Ct,Orem,UT,84059.0,61018,Medical/Surgical,RN,Dir Med/Surg,fe8f20e1-bcae-4500-916f-0e6f98af2ac2,10/1/2020,40.177,-111.536
129802,f54d2f54-72fb-41a4-8742-53f151543fa7,Borer,Aureona,Ogden Regional Medical Center,Ogden,UT,84405.0,67517,Neonatal Intensive Care Unit,RN,Mgr Pediatric ICU/NICU,b6f6b3e7-4226-461b-8c59-2998933facd4,,41.1739,-111.9809
129869,34e8a4a9-c4ba-4a1e-ba52-3ec14beb55e7,Kling,Hawkins,St Marks Hospital,Salt Lake City,UT,84124.0,78016,Emergency Care,Resident II Registered Nurse,Dir Emergency Svcs,b39875f8-1d36-4299-afb0-66a0b9835744,1/22/2024,40.6772,-111.8133
129904,9101ea08-4e7a-40e2-9210-cb131fbb36fa,Rippin,Calveasha,St Marks Hospital,Salt Lake City,UT,84124.0,78516,SMH Surg Center 45th South,RN OR,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,1/23/2023,40.6772,-111.8133
129984,e27f2e73-c5c0-4438-916e-b390a256c3ab,Mante,Tanjalek,Lone Peak Hospital,Draper,UT,84020.0,66014,Postpartum/Nursery,Resident II Registered Nurse,Mgr L&D,108c8e6d-4f0d-45ad-b0fa-1c17c26f75b5,6/17/2024,40.5046,-111.881
130014,84fb023d-a1a6-490d-a745-a0481420c6ff,Howe,Kelasha,Lone Peak Hospital,Draper,UT,84020.0,70714,Labor Delivery,RN,Mgr L&D,108c8e6d-4f0d-45ad-b0fa-1c17c26f75b5,6/29/2007,40.5046,-111.881
130027,cb74bafd-4048-40fa-af0b-759608f3c06e,Quitzon,Willene,Lakeview Hospital,Bountiful,UT,84010.0,70420,Recovery Room,RN,Dir Surgical Svcs,d12bf860-ce79-4906-8495-b3fd3bd48452,6/29/1978,40.8775,-111.8727
130048,d7ad51d0-5e60-4844-a3d7-e6b068dc4fff,Hodkiewicz,Ruben,Timpanogos Regional Medical Ct,Orem,UT,84059.0,70718,Labor & Delivery,RN,Dir Womens Svcs,19557587-605c-4bb4-bd14-0f10e63a7a9c,2/12/2020,40.177,-111.536
130062,8b745b79-83c6-4b4e-9fe0-56b8462c9dcd,Kautzer,Monaca,St Marks Hospital,Salt Lake City,UT,84124.0,70416,Recovery Room,Clin Nurse Coord,Mgr PACU,ef05de51-3b66-491e-964b-528f18fa6e30,8/15/1989,40.6772,-111.8133
130080,b34623bd-a57c-4d90-badf-80cb069cdb3a,Kuvalis,Bessye,Lone Peak Hospital,Draper,UT,84020.0,70714,Labor Delivery,RN,Mgr L&D,108c8e6d-4f0d-45ad-b0fa-1c17c26f75b5,6/19/2023,40.5046,-111.881
130140,966595f4-8d1e-40e7-95c5-0f57fb5fe92b,Krajcik,Ricardo m,Lone Peak Hospital,Draper,UT,84020.0,78014,ER,RN,Mgr Emergency Svcs,f74572b2-0dac-4666-b41d-2bf1222de8ff,2/19/2021,40.5046,-111.881
